OP,A1,A2,A3 
?,10559,10559,10559
?,12344,12344,12344
?,6543,6543,6543
?,17154,17154,17154
?,18124,18124,18124
?,21852,21852,21852
?,10949,10949,10949
?,6647,6647,6647
?,11064,11064,11064
?,22651,22651,22651
?,28393,28393,28393
?,2974,2974,2974
?,27805,27805,27805
?,9107,9107,9107
?,321,321,321
?,33567,33567,33567
?,7045,7045,7045
?,2917,2917,2917
?,17861,17861,17861
?,3130,3130,3130
?,7566,7566,7566
?,20773,20773,20773
?,8135,8135,8135
?,19791,19791,19791
?,6805,6805,6805
?,19125,19125,19125
?,140,140,140
?,23480,23480,23480
?,3905,3905,3905
?,22850,22850,22850
?,935,935,935
?,5191,5191,5191
?,15869,15869,15869
?,17449,17449,17449
?,31405,31405,31405
?,17876,17876,17876
?,10588,10588,10588
?,26316,26316,26316
?,14364,14364,14364
?,27174,27174,27174
?,16690,16690,16690
?,4730,4730,4730
?,11969,11969,11969
?,11257,11257,11257
?,26997,26997,26997
?,19872,19872,19872
?,29638,29638,29638
?,8891,8891,8891
?,20990,20990,20990
?,17495,17495,17495
?,14367,14367,14367
?,11686,11686,11686
?,18703,18703,18703
?,22320,22320,22320
?,13886,13886,13886
?,26073,26073,26073
?,860,860,860
?,18956,18956,18956
?,8290,8290,8290
?,16614,16614,16614
?,1715,1715,1715
?,5483,5483,5483
?,29724,29724,29724
?,18559,18559,18559
?,18118,18118,18118
?,9060,9060,9060
?,24079,24079,24079
?,15552,15552,15552
?,26226,26226,26226
?,22114,22114,22114
?,12173,12173,12173
?,29636,29636,29636
?,28345,28345,28345
?,32973,32973,32973
?,11596,11596,11596
?,1256,1256,1256
?,6416,6416,6416
?,6692,6692,6692
?,10844,10844,10844
?,9989,9989,9989
?,20098,20098,20098
?,25178,25178,25178
?,25547,25547,25547
?,8057,8057,8057
?,17018,17018,17018
?,10458,10458,10458
?,2565,2565,2565
?,31996,31996,31996
?,105,105,105
?,10578,10578,10578
?,525,525,525
?,30674,30674,30674
?,1004,1004,1004
?,28530,28530,28530
?,16177,16177,16177
?,23459,23459,23459
?,6653,6653,6653
?,20851,20851,20851
?,5074,5074,5074
?,4903,4903,4903
?,30749,30749,30749
?,22386,22386,22386
?,13974,13974,13974
?,15450,15450,15450
?,7688,7688,7688
?,28827,28827,28827
?,3597,3597,3597
?,8866,8866,8866
?,22957,22957,22957
?,13357,13357,13357
?,15680,15680,15680
?,32694,32694,32694
?,31062,31062,31062
?,112,112,112
?,25512,25512,25512
?,3371,3371,3371
?,20210,20210,20210
?,15445,15445,15445
?,30652,30652,30652
?,31366,31366,31366
?,22649,22649,22649
?,30197,30197,30197
?,11802,11802,11802
?,24104,24104,24104
?,12997,12997,12997
?,30618,30618,30618
?,5664,5664,5664
?,32267,32267,32267
?,9068,9068,9068
?,2326,2326,2326
?,7528,7528,7528
?,21190,21190,21190
?,15101,15101,15101
?,15737,15737,15737
?,14888,14888,14888
?,1627,1627,1627
?,485,485,485
?,13088,13088,13088
?,12214,12214,12214
?,22064,22064,22064
?,25088,25088,25088
?,27245,27245,27245
?,17801,17801,17801
?,29167,29167,29167
?,16478,16478,16478
?,4401,4401,4401
?,12508,12508,12508
?,15460,15460,15460
?,4585,4585,4585
?,6580,6580,6580
?,23383,23383,23383
?,5993,5993,5993
?,27169,27169,27169
?,32975,32975,32975
?,14864,14864,14864
?,19050,19050,19050
?,19736,19736,19736
?,10348,10348,10348
?,9242,9242,9242
?,27018,27018,27018
?,28335,28335,28335
?,12944,12944,12944
?,5696,5696,5696
?,24115,24115,24115
?,19834,19834,19834
?,13912,13912,13912
?,1155,1155,1155
?,1924,1924,1924
?,13524,13524,13524
?,20394,20394,20394
?,7701,7701,7701
?,16172,16172,16172
?,4986,4986,4986
?,23317,23317,23317
?,24968,24968,24968
?,22454,22454,22454
?,12845,12845,12845
?,24849,24849,24849
?,28319,28319,28319
?,32515,32515,32515
?,5765,5765,5765
?,13577,13577,13577
?,26276,26276,26276
?,20063,20063,20063
?,27441,27441,27441
?,12829,12829,12829
?,21542,21542,21542
?,5471,5471,5471
?,19758,19758,19758
?,21288,21288,21288
?,11061,11061,11061
?,12043,12043,12043
?,8892,8892,8892
?,13930,13930,13930
?,9123,9123,9123
?,21308,21308,21308
?,14178,14178,14178
?,20238,20238,20238
?,33523,33523,33523
?,21037,21037,21037
?,12254,12254,12254
?,29286,29286,29286
?,13876,13876,13876
?,16755,16755,16755
?,26630,26630,26630
?,23285,23285,23285
?,28714,28714,28714
?,29890,29890,29890
?,20663,20663,20663
?,15723,15723,15723
?,14497,14497,14497
?,22710,22710,22710
?,11553,11553,11553
?,7818,7818,7818
?,32519,32519,32519
?,9,9,9
?,25400,25400,25400
?,19281,19281,19281
?,428,428,428
?,28392,28392,28392
?,18903,18903,18903
?,5790,5790,5790
?,9416,9416,9416
?,12864,12864,12864
?,5001,5001,5001
?,21199,21199,21199
?,18409,18409,18409
?,2682,2682,2682
?,10196,10196,10196
?,20197,20197,20197
?,17124,17124,17124
?,30161,30161,30161
?,32968,32968,32968
?,13394,13394,13394
?,547,547,547
?,29659,29659,29659
?,21891,21891,21891
?,953,953,953
?,7016,7016,7016
?,26207,26207,26207
?,12900,12900,12900
?,9290,9290,9290
?,32601,32601,32601
?,1372,1372,1372
?,12424,12424,12424
?,17652,17652,17652
?,7539,7539,7539
?,16561,16561,16561
?,6699,6699,6699
?,1083,1083,1083
?,22692,22692,22692
?,8217,8217,8217
?,24932,24932,24932
?,26010,26010,26010
?,13174,13174,13174
?,27094,27094,27094
?,19503,19503,19503
?,10954,10954,10954
?,30439,30439,30439
?,10014,10014,10014
?,4859,4859,4859
?,12288,12288,12288
?,26623,26623,26623
?,17138,17138,17138
?,20532,20532,20532
?,18672,18672,18672
?,13285,13285,13285
?,25397,25397,25397
?,31880,31880,31880
?,27406,27406,27406
?,33402,33402,33402
?,31527,31527,31527
?,28410,28410,28410
?,31377,31377,31377
?,20040,20040,20040
?,25551,25551,25551
?,31415,31415,31415
?,12185,12185,12185
?,25324,25324,25324
?,33674,33674,33674
?,26761,26761,26761
?,12746,12746,12746
?,313,313,313
?,5833,5833,5833
?,15235,15235,15235
?,13509,13509,13509
?,14458,14458,14458
?,8690,8690,8690
?,31994,31994,31994
?,8837,8837,8837
?,6202,6202,6202
?,29636,29636,29636
?,77,77,77
?,11208,11208,11208
?,27331,27331,27331
?,31717,31717,31717
?,7906,7906,7906
?,25219,25219,25219
?,4622,4622,4622
?,19439,19439,19439
?,18555,18555,18555
?,6162,6162,6162
?,23058,23058,23058
?,7840,7840,7840
?,20198,20198,20198
?,30125,30125,30125
?,23245,23245,23245
?,27687,27687,27687
?,8073,8073,8073
?,27251,27251,27251
?,2728,2728,2728
?,13688,13688,13688
?,18558,18558,18558
?,21384,21384,21384
?,9846,9846,9846
?,26105,26105,26105
?,1917,1917,1917
?,27442,27442,27442
?,12054,12054,12054
?,10335,10335,10335
?,32882,32882,32882
?,30043,30043,30043
?,20539,20539,20539
?,26475,26475,26475
?,4695,4695,4695
?,20110,20110,20110
?,5547,5547,5547
?,707,707,707
?,24928,24928,24928
?,25070,25070,25070
?,4584,4584,4584
?,24158,24158,24158
?,11123,11123,11123
?,12452,12452,12452
?,10357,10357,10357
?,22109,22109,22109
?,29609,29609,29609
?,3013,3013,3013
?,33075,33075,33075
?,21954,21954,21954
?,2837,2837,2837
?,27759,27759,27759
?,979,979,979
?,12533,12533,12533
?,3595,3595,3595
?,14587,14587,14587
?,18718,18718,18718
?,31631,31631,31631
?,4666,4666,4666
?,5135,5135,5135
?,12060,12060,12060
?,3229,3229,3229
?,9000,9000,9000
?,30721,30721,30721
?,13932,13932,13932
?,1607,1607,1607
?,9108,9108,9108
?,15359,15359,15359
?,23766,23766,23766
?,21664,21664,21664
?,6381,6381,6381
?,9129,9129,9129
?,10097,10097,10097
?,2307,2307,2307
?,30455,30455,30455
?,9991,9991,9991
?,9645,9645,9645
?,12911,12911,12911
?,2996,2996,2996
?,13413,13413,13413
?,15894,15894,15894
?,24360,24360,24360
?,9837,9837,9837
?,14588,14588,14588
?,14701,14701,14701
?,23552,23552,23552
?,4432,4432,4432
?,6919,6919,6919
?,7863,7863,7863
?,15801,15801,15801
?,32580,32580,32580
?,30776,30776,30776
?,15968,15968,15968
?,29998,29998,29998
?,10312,10312,10312
?,28771,28771,28771
?,30657,30657,30657
?,25561,25561,25561
?,28680,28680,28680
?,10249,10249,10249
?,16113,16113,16113
?,25658,25658,25658
?,504,504,504
?,19206,19206,19206
?,11951,11951,11951
?,8536,8536,8536
?,25113,25113,25113
?,26746,26746,26746
?,21564,21564,21564
?,6820,6820,6820
?,19962,19962,19962
?,16760,16760,16760
?,17054,17054,17054
?,33357,33357,33357
?,24695,24695,24695
?,22205,22205,22205
?,30115,30115,30115
?,17745,17745,17745
?,12974,12974,12974
?,1550,1550,1550
?,26407,26407,26407
?,10173,10173,10173
?,1522,1522,1522
?,25043,25043,25043
?,4233,4233,4233
?,20279,20279,20279
?,19580,19580,19580
?,8085,8085,8085
?,33145,33145,33145
?,28774,28774,28774
?,9256,9256,9256
?,3301,3301,3301
?,11350,11350,11350
?,5187,5187,5187
?,4126,4126,4126
?,13664,13664,13664
?,662,662,662
?,309,309,309
?,17806,17806,17806
?,15573,15573,15573
?,14317,14317,14317
?,7841,7841,7841
?,18978,18978,18978
?,5517,5517,5517
?,7615,7615,7615
?,4946,4946,4946
?,28706,28706,28706
?,26884,26884,26884
?,16331,16331,16331
?,12781,12781,12781
?,1386,1386,1386
?,22126,22126,22126
?,86,86,86
?,29791,29791,29791
?,18322,18322,18322
?,22267,22267,22267
?,3461,3461,3461
?,18500,18500,18500
?,18539,18539,18539
?,15667,15667,15667
?,11195,11195,11195
?,28903,28903,28903
?,6346,6346,6346
?,10885,10885,10885
?,392,392,392
?,9312,9312,9312
?,18414,18414,18414
?,17282,17282,17282
?,7306,7306,7306
?,26828,26828,26828
?,5667,5667,5667
?,24758,24758,24758
?,13966,13966,13966
?,26770,26770,26770
?,11723,11723,11723
?,17892,17892,17892
?,3816,3816,3816
?,21657,21657,21657
?,7515,7515,7515
?,28040,28040,28040
?,15247,15247,15247
?,8698,8698,8698
?,15764,15764,15764
?,33158,33158,33158
?,6801,6801,6801
?,12833,12833,12833
?,32114,32114,32114
?,915,915,915
?,20981,20981,20981
?,31640,31640,31640
?,19285,19285,19285
?,5011,5011,5011
?,2469,2469,2469
?,15919,15919,15919
?,31185,31185,31185
?,26931,26931,26931
?,10403,10403,10403
?,11483,11483,11483
?,27158,27158,27158
?,21929,21929,21929
?,17548,17548,17548
?,8007,8007,8007
?,21385,21385,21385
?,8430,8430,8430
?,23602,23602,23602
?,13785,13785,13785
?,22933,22933,22933
?,5484,5484,5484
?,28288,28288,28288
?,15354,15354,15354
?,20633,20633,20633
?,32314,32314,32314
?,4802,4802,4802
?,7774,7774,7774
?,26960,26960,26960
?,18539,18539,18539
?,18222,18222,18222
?,28425,28425,28425
?,26906,26906,26906
?,32797,32797,32797
?,18003,18003,18003
?,31383,31383,31383
?,6973,6973,6973
?,12457,12457,12457
?,11181,11181,11181
?,3847,3847,3847
?,6585,6585,6585
?,3857,3857,3857
?,11650,11650,11650
?,6620,6620,6620
?,22180,22180,22180
?,22344,22344,22344
?,7916,7916,7916
?,6452,6452,6452
?,24094,24094,24094
?,5323,5323,5323
?,7913,7913,7913
?,3486,3486,3486
?,6145,6145,6145
?,18694,18694,18694
?,25165,25165,25165
?,2992,2992,2992
?,8628,8628,8628
?,12539,12539,12539
?,24295,24295,24295
?,16383,16383,16383
?,22142,22142,22142
?,26032,26032,26032
?,33383,33383,33383
?,10683,10683,10683
?,33440,33440,33440
?,967,967,967
?,6382,6382,6382
?,17740,17740,17740
?,3153,3153,3153
?,7451,7451,7451
?,9214,9214,9214
?,15882,15882,15882
?,22060,22060,22060
?,28102,28102,28102
?,14930,14930,14930
?,5347,5347,5347
?,26157,26157,26157
?,32453,32453,32453
?,25071,25071,25071
?,25901,25901,25901
?,3216,3216,3216
?,9363,9363,9363
?,29688,29688,29688
?,6232,6232,6232
?,26021,26021,26021
?,11802,11802,11802
?,30354,30354,30354
?,18000,18000,18000
?,30706,30706,30706
?,33593,33593,33593
?,30139,30139,30139
?,5875,5875,5875
?,5028,5028,5028
?,13026,13026,13026
?,15044,15044,15044
?,20131,20131,20131
?,32680,32680,32680
?,29074,29074,29074
?,2996,2996,2996
?,22813,22813,22813
?,5815,5815,5815
?,828,828,828
?,16746,16746,16746
?,31086,31086,31086
?,15244,15244,15244
?,110,110,110
?,2008,2008,2008
?,12109,12109,12109
?,10788,10788,10788
?,6185,6185,6185
?,14128,14128,14128
?,7454,7454,7454
?,5153,5153,5153
?,19535,19535,19535
?,33501,33501,33501
?,11319,11319,11319
?,20385,20385,20385
?,6053,6053,6053
?,19720,19720,19720
?,15340,15340,15340
?,1371,1371,1371
?,17959,17959,17959
?,19371,19371,19371
?,20260,20260,20260
?,25022,25022,25022
?,30438,30438,30438
?,19443,19443,19443
?,9614,9614,9614
?,21473,21473,21473
?,27047,27047,27047
?,14488,14488,14488
?,19682,19682,19682
?,1029,1029,1029
?,1396,1396,1396
?,5993,5993,5993
?,29596,29596,29596
?,27512,27512,27512
?,14817,14817,14817
?,16171,16171,16171
?,18138,18138,18138
?,23574,23574,23574
?,474,474,474
?,4010,4010,4010
?,16930,16930,16930
?,6816,6816,6816
?,23858,23858,23858
?,5852,5852,5852
?,5679,5679,5679
?,12984,12984,12984
?,2870,2870,2870
?,14056,14056,14056
?,1726,1726,1726
?,29052,29052,29052
?,25490,25490,25490
?,25572,25572,25572
?,4623,4623,4623
?,31242,31242,31242
?,273,273,273
?,25369,25369,25369
?,6965,6965,6965
?,25412,25412,25412
?,26342,26342,26342
?,17540,17540,17540
?,27117,27117,27117
?,20370,20370,20370
?,8880,8880,8880
?,2029,2029,2029
?,32031,32031,32031
?,8289,8289,8289
?,20285,20285,20285
?,4644,4644,4644
?,33548,33548,33548
?,6921,6921,6921
?,25509,25509,25509
?,25769,25769,25769
?,9155,9155,9155
?,14833,14833,14833
?,18402,18402,18402
?,16674,16674,16674
?,16784,16784,16784
?,3654,3654,3654
?,21402,21402,21402
?,24241,24241,24241
?,28832,28832,28832
?,9319,9319,9319
?,20257,20257,20257
?,32668,32668,32668
?,30226,30226,30226
?,11216,11216,11216
?,5436,5436,5436
?,14578,14578,14578
?,26865,26865,26865
?,12848,12848,12848
?,26460,26460,26460
?,10009,10009,10009
?,1678,1678,1678
?,4875,4875,4875
?,26750,26750,26750
?,499,499,499
?,17859,17859,17859
?,19304,19304,19304
?,7178,7178,7178
?,31266,31266,31266
?,10327,10327,10327
?,12696,12696,12696
?,4475,4475,4475
?,1873,1873,1873
?,4099,4099,4099
?,28763,28763,28763
?,3664,3664,3664
?,25584,25584,25584
?,27754,27754,27754
?,24635,24635,24635
?,15912,15912,15912
?,28697,28697,28697
?,8794,8794,8794
?,6546,6546,6546
?,23791,23791,23791
?,14121,14121,14121
?,22664,22664,22664
?,33660,33660,33660
?,16397,16397,16397
?,3343,3343,3343
?,19971,19971,19971
?,31551,31551,31551
?,2582,2582,2582
?,23999,23999,23999
?,29924,29924,29924
?,5791,5791,5791
?,10416,10416,10416
?,27298,27298,27298
?,20817,20817,20817
?,25446,25446,25446
?,22706,22706,22706
?,25173,25173,25173
?,18237,18237,18237
?,6609,6609,6609
?,28075,28075,28075
?,20679,20679,20679
?,25890,25890,25890
?,25544,25544,25544
?,27499,27499,27499
?,29987,29987,29987
?,6235,6235,6235
?,21966,21966,21966
?,30041,30041,30041
?,7349,7349,7349
?,5449,5449,5449
?,7791,7791,7791
?,9198,9198,9198
?,2555,2555,2555
?,32385,32385,32385
?,1177,1177,1177
?,6853,6853,6853
?,1160,1160,1160
?,22125,22125,22125
?,12568,12568,12568
?,24067,24067,24067
?,27707,27707,27707
?,32148,32148,32148
?,12175,12175,12175
?,26823,26823,26823
?,11956,11956,11956
?,23694,23694,23694
?,22222,22222,22222
?,8995,8995,8995
?,22623,22623,22623
?,30175,30175,30175
?,27593,27593,27593
?,5124,5124,5124
?,22901,22901,22901
?,1854,1854,1854
?,15575,15575,15575
?,12291,12291,12291
?,22756,22756,22756
?,33638,33638,33638
?,16919,16919,16919
?,3092,3092,3092
?,27381,27381,27381
?,4298,4298,4298
?,33029,33029,33029
?,28254,28254,28254
?,12530,12530,12530
?,659,659,659
?,16573,16573,16573
?,13380,13380,13380
?,18368,18368,18368
?,9507,9507,9507
?,10555,10555,10555
?,32505,32505,32505
?,24488,24488,24488
?,14215,14215,14215
?,8571,8571,8571
?,8119,8119,8119
?,220,220,220
?,4231,4231,4231
?,15758,15758,15758
?,14353,14353,14353
?,14236,14236,14236
?,630,630,630
?,898,898,898
?,18388,18388,18388
?,483,483,483
?,3109,3109,3109
?,16206,16206,16206
?,32112,32112,32112
?,27550,27550,27550
?,22590,22590,22590
?,20269,20269,20269
?,1042,1042,1042
?,6950,6950,6950
?,19926,19926,19926
?,2778,2778,2778
?,22227,22227,22227
?,28355,28355,28355
?,21813,21813,21813
?,27,27,27
?,9703,9703,9703
?,23066,23066,23066
?,29499,29499,29499
?,32011,32011,32011
?,2443,2443,2443
?,3044,3044,3044
?,21294,21294,21294
?,3691,3691,3691
?,9373,9373,9373
?,30209,30209,30209
?,455,455,455
?,17776,17776,17776
?,25619,25619,25619
?,12643,12643,12643
?,25883,25883,25883
?,4457,4457,4457
?,7302,7302,7302
?,12643,12643,12643
?,27524,27524,27524
?,17480,17480,17480
?,12301,12301,12301
?,24930,24930,24930
?,8722,8722,8722
?,26776,26776,26776
?,27176,27176,27176
?,5212,5212,5212
?,27068,27068,27068
?,12705,12705,12705
?,25484,25484,25484
?,29169,29169,29169
?,31131,31131,31131
?,4357,4357,4357
?,29847,29847,29847
?,29996,29996,29996
?,20859,20859,20859
?,12139,12139,12139
?,26939,26939,26939
?,19606,19606,19606
?,11792,11792,11792
?,25214,25214,25214
?,6506,6506,6506
?,23431,23431,23431
?,17830,17830,17830
?,30287,30287,30287
?,5763,5763,5763
?,17353,17353,17353
?,6311,6311,6311
?,9061,9061,9061
?,16897,16897,16897
?,21489,21489,21489
?,10739,10739,10739
?,29141,29141,29141
?,30954,30954,30954
?,2324,2324,2324
?,23699,23699,23699
?,2502,2502,2502
?,30965,30965,30965
?,22142,22142,22142
?,22150,22150,22150
?,2684,2684,2684
?,21110,21110,21110
?,28178,28178,28178
?,10685,10685,10685
?,17401,17401,17401
?,19353,19353,19353
?,5266,5266,5266
?,25262,25262,25262
?,28961,28961,28961
?,24118,24118,24118
?,1638,1638,1638
?,6647,6647,6647
?,14794,14794,14794
?,7399,7399,7399
?,13167,13167,13167
?,30232,30232,30232
?,4079,4079,4079
?,28721,28721,28721
?,18244,18244,18244
?,5289,5289,5289
?,19583,19583,19583
?,11026,11026,11026
?,1439,1439,1439
?,6635,6635,6635
?,15779,15779,15779
?,18120,18120,18120
?,20294,20294,20294
?,13881,13881,13881
?,11433,11433,11433
?,4926,4926,4926
?,20360,20360,20360
?,1092,1092,1092
?,19200,19200,19200
?,25587,25587,25587
?,11594,11594,11594
?,20445,20445,20445
?,31114,31114,31114
?,28670,28670,28670
?,12847,12847,12847
?,23444,23444,23444
?,28839,28839,28839
?,12122,12122,12122
?,14134,14134,14134
?,26906,26906,26906
?,10654,10654,10654
?,31558,31558,31558
?,14893,14893,14893
?,15244,15244,15244
?,3108,3108,3108
?,32870,32870,32870
?,755,755,755
?,15854,15854,15854
?,20042,20042,20042
?,20874,20874,20874
?,19446,19446,19446
?,20309,20309,20309
?,26003,26003,26003
?,32769,32769,32769
?,18568,18568,18568
?,16319,16319,16319
?,11708,11708,11708
?,4119,4119,4119
?,2753,2753,2753
?,21095,21095,21095
?,19394,19394,19394
?,25365,25365,25365
?,27433,27433,27433
?,6667,6667,6667
?,31928,31928,31928
?,30180,30180,30180
?,12334,12334,12334
?,3752,3752,3752
?,30950,30950,30950
?,196,196,196
?,4980,4980,4980
?,32831,32831,32831
?,18280,18280,18280
?,26005,26005,26005
?,29224,29224,29224
?,27484,27484,27484
?,4467,4467,4467
?,30499,30499,30499
?,1258,1258,1258
?,24395,24395,24395
?,7740,7740,7740
?,6074,6074,6074
?,2598,2598,2598
?,14116,14116,14116
?,23010,23010,23010
?,26475,26475,26475
?,10682,10682,10682
?,20875,20875,20875
?,31618,31618,31618
?,26073,26073,26073
?,8716,8716,8716
?,4520,4520,4520
?,3720,3720,3720
?,2207,2207,2207
?,9339,9339,9339
?,1694,1694,1694
?,22705,22705,22705
?,29730,29730,29730
?,22508,22508,22508
?,24486,24486,24486
?,1528,1528,1528
?,1571,1571,1571
?,3592,3592,3592
?,16831,16831,16831
?,19518,19518,19518
?,17969,17969,17969
?,4830,4830,4830
?,22570,22570,22570
?,27947,27947,27947
?,25051,25051,25051
?,15614,15614,15614
?,2705,2705,2705
?,24535,24535,24535
?,29415,29415,29415
?,10249,10249,10249
?,32564,32564,32564
?,24443,24443,24443
?,28430,28430,28430
?,10143,10143,10143
?,12281,12281,12281
?,1425,1425,1425
?,10733,10733,10733
?,7446,7446,7446
?,29557,29557,29557
?,20927,20927,20927
?,11723,11723,11723
?,13902,13902,13902
?,1435,1435,1435
?,21000,21000,21000
?,12707,12707,12707
?,30113,30113,30113
?,1917,1917,1917
?,7703,7703,7703
?,14866,14866,14866
?,31334,31334,31334
?,25718,25718,25718
?,1893,1893,1893
?,29911,29911,29911
?,12107,12107,12107
?,316,316,316
?,14192,14192,14192
?,10005,10005,10005
?,18300,18300,18300
?,12668,12668,12668
?,9227,9227,9227
?,14905,14905,14905
?,30508,30508,30508
?,31564,31564,31564
?,23964,23964,23964
?,27555,27555,27555
?,32214,32214,32214
?,31186,31186,31186
?,17759,17759,17759
?,24635,24635,24635
?,25426,25426,25426
?,21312,21312,21312
?,13403,13403,13403
?,12206,12206,12206
?,18173,18173,18173
?,7652,7652,7652
?,19238,19238,19238
?,33119,33119,33119
?,18542,18542,18542
?,10238,10238,10238
?,27432,27432,27432
?,33312,33312,33312
?,2311,2311,2311
?,31898,31898,31898
?,28922,28922,28922
?,23528,23528,23528
?,31212,31212,31212
?,18729,18729,18729
?,28654,28654,28654
?,22579,22579,22579
?,22202,22202,22202
?,28770,28770,28770
?,24361,24361,24361
?,25853,25853,25853
?,19615,19615,19615
?,24032,24032,24032
?,5752,5752,5752
?,11763,11763,11763
?,18156,18156,18156
?,9015,9015,9015
?,29390,29390,29390
?,15865,15865,15865
?,17391,17391,17391
?,25292,25292,25292
?,8352,8352,8352
?,23804,23804,23804
?,5977,5977,5977
?,26117,26117,26117
?,22668,22668,22668
?,9463,9463,9463
?,12032,12032,12032
?,32148,32148,32148
?,13619,13619,13619
?,21381,21381,21381
?,7070,7070,7070
?,5668,5668,5668
?,30601,30601,30601
?,31493,31493,31493
?,25776,25776,25776
?,15764,15764,15764
?,17013,17013,17013
?,4454,4454,4454
?,17940,17940,17940
?,18655,18655,18655
?,31356,31356,31356
?,31800,31800,31800
?,28923,28923,28923
?,19699,19699,19699
?,29160,29160,29160
?,26712,26712,26712
?,12900,12900,12900
?,29215,29215,29215
?,5070,5070,5070
?,1195,1195,1195
?,12666,12666,12666
?,4412,4412,4412
?,28760,28760,28760
?,11735,11735,11735
?,32592,32592,32592
?,31881,31881,31881
?,27406,27406,27406
?,3590,3590,3590
?,26858,26858,26858
?,33130,33130,33130
?,25036,25036,25036
?,28711,28711,28711
?,18529,18529,18529
?,11451,11451,11451
?,601,601,601
?,21661,21661,21661
?,1993,1993,1993
?,21261,21261,21261
?,30846,30846,30846
?,19401,19401,19401
?,26440,26440,26440
?,11498,11498,11498
?,9454,9454,9454
?,4567,4567,4567
?,26559,26559,26559
?,13713,13713,13713
?,17162,17162,17162
?,26671,26671,26671
?,21657,21657,21657
?,6072,6072,6072
?,26522,26522,26522
?,20840,20840,20840
?,7425,7425,7425
?,22685,22685,22685
?,15252,15252,15252
?,5630,5630,5630
?,8693,8693,8693
?,4174,4174,4174
?,19207,19207,19207
?,4702,4702,4702
?,15299,15299,15299
?,8216,8216,8216
?,32887,32887,32887
?,31739,31739,31739
?,3074,3074,3074
?,28192,28192,28192
?,33359,33359,33359
?,27998,27998,27998
?,20640,20640,20640
?,7081,7081,7081
?,16612,16612,16612
?,28620,28620,28620
?,26861,26861,26861
?,3478,3478,3478
?,6717,6717,6717
?,32385,32385,32385
?,923,923,923
?,22934,22934,22934
?,15528,15528,15528
?,27184,27184,27184
?,30351,30351,30351
?,2425,2425,2425
?,7014,7014,7014
?,21940,21940,21940
?,24222,24222,24222
?,10811,10811,10811
?,12058,12058,12058
?,25406,25406,25406
?,20201,20201,20201
?,5102,5102,5102
?,8764,8764,8764
?,17234,17234,17234
?,25287,25287,25287
?,24515,24515,24515
?,21945,21945,21945
?,10105,10105,10105
?,23678,23678,23678
?,31872,31872,31872
?,29645,29645,29645
?,12823,12823,12823
?,20786,20786,20786
?,7520,7520,7520
?,24864,24864,24864
?,15630,15630,15630
?,9148,9148,9148
?,373,373,373
?,11791,11791,11791
?,10428,10428,10428
?,30352,30352,30352
?,8149,8149,8149
?,5410,5410,5410
?,14046,14046,14046
?,5291,5291,5291
?,32800,32800,32800
?,3290,3290,3290
?,3924,3924,3924
?,9380,9380,9380
?,5392,5392,5392
?,18221,18221,18221
?,3375,3375,3375
?,2089,2089,2089
?,16648,16648,16648
?,29023,29023,29023
?,20647,20647,20647
?,21815,21815,21815
?,23588,23588,23588
?,29272,29272,29272
?,31844,31844,31844
?,16162,16162,16162
?,19013,19013,19013
?,14195,14195,14195
?,9810,9810,9810
?,11828,11828,11828
?,15001,15001,15001
?,4476,4476,4476
?,12337,12337,12337
?,8349,8349,8349
?,4345,4345,4345
?,15798,15798,15798
?,27256,27256,27256
?,25574,25574,25574
?,17213,17213,17213
?,16317,16317,16317
?,23484,23484,23484
?,33618,33618,33618
?,651,651,651
?,17796,17796,17796
?,25562,25562,25562
?,32588,32588,32588
?,13522,13522,13522
?,9058,9058,9058
?,29699,29699,29699
?,20686,20686,20686
?,33455,33455,33455
?,17884,17884,17884
?,21949,21949,21949
?,27984,27984,27984
?,9285,9285,9285
?,31077,31077,31077
?,7015,7015,7015
?,12423,12423,12423
?,30556,30556,30556
?,3496,3496,3496
?,9414,9414,9414
?,17002,17002,17002
?,19586,19586,19586
?,25715,25715,25715
?,18129,18129,18129
?,22787,22787,22787
?,1908,1908,1908
?,4017,4017,4017
?,24878,24878,24878
?,26165,26165,26165
?,1842,1842,1842
?,19459,19459,19459
?,30630,30630,30630
?,13005,13005,13005
?,3582,3582,3582
?,27308,27308,27308
?,9637,9637,9637
?,27898,27898,27898
?,19072,19072,19072
?,26574,26574,26574
?,21732,21732,21732
?,32902,32902,32902
?,32749,32749,32749
?,11630,11630,11630
?,17537,17537,17537
?,17558,17558,17558
?,19696,19696,19696
?,25484,25484,25484
?,15894,15894,15894
?,5381,5381,5381
?,9327,9327,9327
?,18360,18360,18360
?,9162,9162,9162
?,2811,2811,2811
?,11322,11322,11322
?,30051,30051,30051
?,20036,20036,20036
?,16101,16101,16101
?,2903,2903,2903
?,6033,6033,6033
?,5242,5242,5242
?,9388,9388,9388
?,9070,9070,9070
?,2495,2495,2495
?,11906,11906,11906
?,4849,4849,4849
?,22364,22364,22364
?,6315,6315,6315
?,9076,9076,9076
?,33280,33280,33280
?,23197,23197,23197
?,5130,5130,5130
?,13777,13777,13777
?,25119,25119,25119
?,33399,33399,33399
?,18278,18278,18278
?,2101,2101,2101
?,21280,21280,21280
?,19049,19049,19049
?,7090,7090,7090
?,25409,25409,25409
?,21753,21753,21753
?,10825,10825,10825
?,15069,15069,15069
?,32018,32018,32018
?,515,515,515
