OP,A1,A2,A3
+,2904,937,352
+,3098,596,8
+,707,522,413
+,1503,130,872
+,3958,63,378
+,2688,562,991
+,640,0,720
+,1982,840,367
+,1242,881,288
+,2610,31,240
+,3060,719,604
+,2834,640,325
+,991,391,415
+,2870,445,558
+,2403,678,177
+,2608,142,192
+,3981,393,863
+,1410,368,860
+,149,157,295
+,928,686,128
+,609,11,73
+,1824,16,147
+,3603,906,498
+,501,447,998
+,989,86,140
+,3334,825,425
+,1314,466,915
+,593,712,618
+,3830,435,638
+,3365,465,521
+,1019,565,839
+,2657,393,363
+,3156,190,434
+,2117,7,591
+,1974,867,748
+,1171,729,513
+,1570,420,948
+,431,590,375
+,1333,38,581
+,3809,721,377
+,1181,594,493
+,1579,707,81
+,1313,747,748
+,93,879,768
+,166,286,476
+,58,80,535
+,3894,624,90
+,3576,483,645
+,691,679,983
+,3029,79,700
+,1475,552,817
+,1278,319,627
+,1349,925,351
+,2990,797,11
+,315,464,524
+,1189,480,587
+,1212,339,431
+,2160,983,817
+,1312,296,171
+,1681,711,945
+,191,767,311
+,3412,803,577
+,1258,62,644
+,620,592,173
+,3922,52,672
+,2032,828,755
+,1831,27,293
+,1128,84,129
+,1300,78,871
+,402,284,258
+,513,630,287
+,1860,878,263
+,2309,759,114
+,1062,178,931
+,708,756,154
+,461,457,378
+,1452,179,267
+,660,717,241
+,331,185,818
+,337,882,33
+,622,86,990
+,313,609,956
+,3217,157,857
+,2245,770,422
+,3378,392,243
+,2954,450,743
+,2944,171,215
+,264,751,862
+,3259,55,657
+,3829,773,839
+,1203,53,171
+,1310,408,487
+,3082,487,764
+,3164,770,944
+,3709,239,388
+,705,722,399
+,1059,268,148
+,2700,891,445
+,2886,295,949
+,1796,459,391
+,3112,323,984
+,2778,699,978
+,649,99,939
+,256,652,362
+,2242,864,442
+,2738,940,667
+,2773,279,343
+,838,273,821
+,3508,261,670
+,841,400,472
+,3841,691,767
+,2085,751,688
+,1472,788,199
+,3999,345,693
+,2247,184,320
+,2335,10,688
+,2473,851,69
+,176,421,100
+,3744,106,701
+,265,359,224
+,1129,290,257
+,2399,34,24
+,2507,94,58
+,2909,608,672
+,2869,855,222
+,2912,613,653
+,739,725,980
+,3794,88,876
+,1011,133,384
+,3633,782,921
+,484,579,822
+,2791,189,917
+,1622,712,188
+,2628,301,478
+,2462,958,77
+,459,464,944
+,1041,787,437
+,3027,925,683
+,2641,788,331
+,3985,165,799
+,1306,283,795
+,3724,391,397
+,1759,61,264
+,1457,832,271
+,2224,451,71
+,614,950,205
+,594,402,182
+,1110,503,111
+,2602,553,787
+,132,223,628
+,3001,108,934
+,2862,732,265
+,1367,35,74
+,654,585,745
+,3956,795,456
+,2301,918,509
+,2237,668,655
+,179,955,38
+,3404,399,272
+,1460,716,337
+,353,400,588
+,925,527,724
+,2667,789,502
+,2398,446,413
+,277,745,799
+,251,804,71
+,3531,231,3
+,3507,977,705
+,1421,798,493
+,584,580,548
+,1253,367,341
+,439,310,410
+,3015,647,981
+,2186,92,374
+,533,873,983
+,1587,82,861
+,3317,778,784
+,3697,663,207
+,1150,567,40
+,3169,393,676
+,1060,306,712
+,3439,917,109
+,2801,705,367
+,2083,86,906
+,53,448,752
+,3577,143,36
+,3934,25,737
+,570,244,500
+,2235,64,811
+,2864,658,315
+,3011,546,988
+,3642,831,460
+,3847,16,37
+,2036,57,345
+,2177,738,43
+,157,121,216
+,2576,669,683
+,2408,469,962
+,3731,891,895
+,759,152,758
+,921,238,947
+,2221,37,753
+,2176,500,669
+,3514,482,928
+,66,633,46
+,1161,718,664
+,2945,14,176
+,741,51,926
+,750,840,812
+,1321,467,625
+,1594,855,605
+,483,837,837
+,137,116,509
+,2500,818,630
+,71,64,823
+,2558,436,345
+,1600,855,755
+,3562,411,332
+,3767,999,700
+,1738,558,140
+,3458,856,987
+,63,218,782
+,327,607,177
+,2316,64,123
+,2048,144,775
+,1864,172,713
+,1050,566,168
+,3004,249,947
+,831,41,136
+,1305,810,867
+,1374,627,385
+,153,161,16
+,3007,498,82
+,3182,7,183
+,3198,91,723
+,2265,607,908
+,890,426,710
+,1978,811,791
+,1977,708,129
+,1781,146,655
+,1488,535,461
+,3707,244,960
+,915,625,708
+,2710,610,184
+,2981,511,626
+,1412,90,642
+,341,801,308
+,872,428,4
+,2463,241,196
+,2965,542,1000
+,3395,633,370
+,627,779,552
+,605,224,475
+,3692,641,675
+,671,283,54
+,2810,115,815
+,2575,701,864
+,657,933,485
+,601,180,163
+,2064,944,44
+,2614,660,372
+,1684,214,445
+,1233,342,631
+,2894,911,776
+,2649,44,106
+,869,53,947
+,2012,180,161
+,169,29,496
+,2226,118,72
+,3236,240,738
+,1063,606,593
+,3391,429,203
+,752,693,919
+,3649,235,797
+,1417,333,233
+,2891,242,755
+,3542,890,204
+,694,912,225
+,3392,482,599
+,1832,55,911
+,900,148,221
+,1522,624,465
+,819,396,382
+,2469,468,737
+,894,647,367
+,753,276,207
+,3382,130,32
+,254,582,61
+,2704,139,113
+,2983,476,469
+,1342,175,778
+,1773,225,907
+,2002,618,160
+,3610,813,653
+,3668,626,927
+,3812,591,993
+,3848,875,235
+,391,421,877
+,2762,500,882
+,2126,605,484
+,3714,473,285
+,2927,747,438
+,3429,893,252
+,3200,335,444
+,3608,227,913
+,2581,605,968
+,1986,935,587
+,635,5,427
+,3519,41,481
+,3159,787,516
+,3232,435,543
+,2660,490,829
+,3996,713,841
+,1955,463,507
+,412,85,571
+,600,12,709
+,75,416,972
+,2803,135,367
+,3041,244,663
+,1466,16,491
+,129,312,165
+,3695,470,878
+,1661,765,597
+,3071,999,465
+,1293,790,141
+,2733,720,415
+,1424,808,892
+,2785,641,475
+,1402,648,1
+,3177,642,72
+,1700,914,707
+,358,543,33
+,2168,436,770
+,1666,714,968
+,693,555,589
+,2284,212,806
+,3032,82,635
+,90,343,753
+,273,56,527
+,680,931,690
+,1549,909,52
+,2875,392,374
+,1191,633,41
+,1580,375,179
+,212,572,721
+,3547,574,726
+,3804,209,141
+,1501,244,552
+,493,664,489
+,2275,961,770
+,1967,892,982
+,1614,214,771
+,3375,779,230
+,3686,361,919
+,1530,515,696
+,2419,283,55
+,764,381,353
+,792,497,513
+,1301,849,125
+,3823,726,544
+,3652,845,545
+,2464,299,462
+,799,376,819
+,2993,968,709
+,1134,963,904
+,1963,192,913
+,1610,468,89
+,1039,400,919
+,2290,295,981
+,1077,78,111
+,3582,282,114
+,138,151,508
+,3602,895,209
+,3469,974,642
+,175,300,426
+,1368,698,554
+,3420,135,485
+,3980,430,454
+,853,660,21
+,3605,193,64
+,492,892,821
+,722,854,970
+,2827,660,343
+,3,592,351
+,879,661,805
+,2616,497,607
+,294,713,542
+,1471,561,455
+,3055,311,580
+,2634,919,808
+,1055,175,808
+,2195,232,495
+,2642,994,295
+,1097,865,48
+,2695,361,291
+,3639,979,170
+,1853,946,164
+,1713,548,292
+,2396,996,179
+,3694,725,709
+,936,682,813
+,1275,165,243
+,1625,42,324
+,1308,129,451
+,859,378,188
+,488,575,724
+,97,681,324
+,3370,151,381
+,616,552,998
+,486,546,308
+,2656,942,25
+,1589,953,511
+,227,148,970
+,3770,950,327
+,1080,4,993
+,2492,559,999
+,1489,339,662
+,2782,302,485
+,2926,296,992
+,2721,772,587
+,2240,150,818
+,441,746,928
+,524,452,346
+,2629,115,749
+,3962,921,41
+,1855,694,564
+,2697,315,25
+,1260,632,861
+,3564,456,365
+,3201,334,56
+,1444,656,199
+,3883,539,227
+,3388,958,785
+,1702,200,23
+,3268,551,869
+,3715,693,687
+,2535,89,999
+,1878,403,199
+,587,325,617
+,78,523,966
+,2446,930,682
+,299,407,151
+,3853,874,437
+,686,395,381
+,2386,291,353
+,1463,315,1000
+,3968,895,574
+,202,220,745
+,1906,454,759
+,3411,822,453
+,2518,167,825
+,919,993,919
+,2618,746,917
+,2291,142,855
+,2670,612,88
+,965,212,310
+,3771,888,537
+,1623,67,955
+,218,604,774
+,2478,90,6
+,109,654,936
+,2845,424,179
+,1847,473,727
+,909,773,936
+,2307,204,190
+,1791,390,296
+,3274,502,43
+,1840,846,309
+,3250,599,311
+,656,572,757
+,3133,229,27
+,2640,2,157
+,3335,307,978
+,2917,854,651
+,1520,127,669
+,1968,914,294
+,3960,183,503
+,3698,704,660
+,3435,29,122
+,3403,283,504
+,663,68,613
+,1714,370,595
+,3638,579,446
+,1564,264,643
+,3494,487,997
+,3844,837,122
+,2911,524,750
+,1506,17,865
+,2434,166,595
+,1921,149,327
+,1267,899,709
+,3207,365,167
+,958,279,369
+,2516,651,933
+,3520,364,49
+,1819,298,542
+,972,958,78
+,1492,198,784
+,2345,187,783
+,2674,613,770
+,1792,556,330
+,678,323,846
+,740,701,819
+,664,277,701
+,631,704,371
+,1543,547,593
+,2741,843,147
+,1379,140,530
+,2180,381,797
+,3669,421,348
+,414,932,166
+,2572,223,158
+,316,226,851
+,3750,814,918
+,563,628,706
+,927,975,538
+,786,544,729
+,1991,719,774
+,1399,116,427
+,3685,938,78
+,2319,838,134
+,2317,17,491
+,2467,319,707
+,74,142,836
+,3969,911,611
+,2082,781,993
+,3478,176,726
+,3281,29,762
+,523,121,227
+,3814,877,710
+,1542,704,232
+,1268,128,214
+,2296,80,435
+,528,781,802
+,1605,79,19
+,2756,495,775
+,3400,43,201
+,579,33,812
+,333,525,607
+,2779,480,121
+,615,259,44
+,1032,308,683
+,1163,772,98
+,1583,126,942
+,387,210,601
+,2347,204,189
+,3555,359,29
+,1370,149,866
+,2420,964,284
+,1385,593,356
+,1674,164,875
+,1586,799,746
+,2696,247,517
+,1527,69,101
+,1490,592,781
+,650,541,222
+,3553,196,987
+,3855,175,923
+,1799,550,4
+,3349,742,101
+,1014,219,942
+,160,871,724
+,706,375,714
+,2066,189,450
+,345,980,109
+,1406,854,363
+,423,434,219
+,2921,233,417
+,253,779,321
+,3194,477,112
+,2053,139,507
+,1948,369,721
+,1316,570,739
+,771,84,335
+,1842,118,394
+,3053,467,614
+,1895,319,703
+,1574,861,454
+,2076,567,417
+,2520,875,438
+,314,877,71
+,3308,861,821
+,3084,961,695
+,233,183,13
+,154,503,688
+,3706,405,448
+,3129,674,692
+,3277,122,146
+,2901,410,711
+,2337,104,759
+,2959,913,172
+,230,372,998
+,1125,346,205
+,1240,864,413
+,2790,238,858
+,1920,742,511
+,279,783,730
+,3205,595,607
+,618,774,808
+,1294,659,965
+,1323,364,487
+,1838,617,972
+,1900,496,523
+,2023,150,786
+,3425,110,125
+,2526,501,509
+,3034,643,965
+,710,30,101
+,808,54,850
+,1048,510,694
+,599,995,183
+,3437,619,695
+,2468,156,310
+,2439,638,98
+,3385,78,676
+,1431,532,785
+,794,811,477
+,2088,300,677
+,2384,502,516
+,2905,555,351
+,2090,880,553
+,312,18,975
+,688,32,440
+,1364,936,121
+,2407,460,322
+,1390,385,453
+,1270,36,33
+,3062,570,675
+,3748,798,310
+,2146,723,168
+,2769,441,137
+,3023,732,398
+,2971,782,112
+,433,691,502
+,1788,567,701
+,3569,585,481
+,2412,575,874
+,1884,518,57
+,703,269,506
+,1330,994,386
+,85,692,361
+,1659,291,328
+,2528,28,604
+,3451,131,857
+,1710,357,828
+,2973,597,27
+,1758,912,640
+,1282,389,99
+,318,353,365
+,3467,359,57
+,76,250,253
+,3354,663,319
+,173,86,932
+,1626,67,889
+,295,117,345
+,1450,20,551
+,3253,38,471
+,2747,884,432
+,3741,527,923
+,1557,273,20
+,529,480,602
+,2541,324,386
+,1763,399,330
+,2037,100,827
+,2269,102,707
+,3780,210,344
+,3269,514,830
+,3914,683,347
+,1046,629,306
+,562,992,446
+,865,508,650
+,1234,997,806
+,837,860,870
+,31,219,294
+,224,48,304
+,1618,411,823
+,3157,639,760
+,2925,94,734
+,1263,592,97
+,2158,344,279
+,3597,580,820
+,1160,486,437
+,454,355,814
+,3306,667,843
+,3254,516,823
+,466,443,679
+,2098,320,204
+,882,411,257
+,1118,527,464
+,1696,781,560
+,3345,902,19
+,3152,720,528
+,1736,191,590
+,1814,218,676
+,1114,843,760
+,334,478,274
+,203,653,545
+,2348,629,873
+,637,928,444
+,215,579,744
+,3288,61,534
+,2622,373,473
+,3721,246,154
+,1515,701,783
+,3578,864,445
+,1396,326,880
+,2968,933,65
+,1719,208,866
+,1540,273,843
+,3952,661,164
+,3766,703,615
+,2456,415,244
+,125,153,196
+,581,251,816
+,3393,317,475
+,3355,573,446
+,2601,662,927
+,2788,206,163
+,25,139,29
+,1437,808,822
+,1391,674,563
+,2551,659,872
+,2716,986,739
+,738,801,20
+,2624,880,918
+,1095,321,616
+,107,887,65
+,2280,978,416
+,3462,372,687
+,1757,906,92
+,926,965,859
+,3389,862,143
+,2837,114,584
+,1505,512,955
+,2980,534,680
+,1434,594,972
+,2508,953,537
+,3106,508,905
+,1975,243,614
+,3430,791,826
+,871,337,852
+,2078,754,399
+,3912,766,761
+,3387,957,433
+,1279,147,109
+,2593,219,993
+,2908,450,418
+,3604,883,603
+,3436,502,546
+,2675,716,971
+,2458,324,558
+,3070,486,699
+,2349,986,284
+,2300,803,959
+,245,371,486
+,2278,376,841
+,3561,21,660
+,1526,926,620
+,395,861,757
+,1768,818,963
+,2726,707,939
+,349,687,245
+,3381,565,393
+,274,654,981
+,1942,371,924
+,3190,701,124
+,1533,887,242
+,1044,453,397
+,2366,931,983
+,1748,949,939
+,1280,308,92
+,389,842,774
+,3181,304,215
+,1633,911,164
+,3906,449,646
+,1388,900,831
+,1694,659,416
+,935,34,280
+,3713,82,842
+,1761,963,503
+,880,754,422
+,2258,861,340
+,3090,432,897
+,2466,839,102
+,1762,164,715
+,3485,518,67
+,3351,430,616
+,1207,832,560
+,2173,334,464
+,2510,28,780
+,3031,656,656
+,2246,645,454
+,3995,656,139
+,516,410,204
+,269,312,321
+,607,84,113
+,3301,255,528
+,3196,992,786
+,301,664,781
+,3472,867,608
+,2008,420,811
+,3293,327,462
+,1746,894,752
+,1645,266,177
+,1961,607,846
+,3588,818,288
+,3100,86,424
+,1876,186,402
+,3058,386,967
+,3210,905,584
+,3938,21,970
+,2974,945,571
+,2063,626,641
+,1851,928,91
+,446,473,203
+,2102,718,872
+,3834,50,410
+,1836,439,614
+,3987,152,91
+,3817,376,174
+,465,580,120
+,2659,735,538
+,1724,791,942
+,519,464,847
+,214,506,121
+,3526,730,208
+,713,968,882
+,64,800,272
+,1326,764,506
+,2411,133,441
+,3689,211,614
+,1467,843,289
+,3925,693,193
+,539,184,418
+,2805,149,29
+,450,999,268
+,714,632,461
+,2555,254,378
+,2482,700,662
+,532,87,10
+,3049,136,892
+,3676,997,709
+,11,703,217
+,3255,392,725
+,3658,753,611
+,954,74,97
+,884,60,53
+,2401,953,240
+,848,930,362
+,3324,961,686
+,3104,821,612
+,840,766,829
+,2312,5,259
+,3739,634,390
+,997,1000,404
+,3473,379,135
+,3630,913,572
+,87,594,183
+,2445,173,515
+,3002,952,347
+,375,479,135
+,2514,324,727
+,500,443,145
+,3595,119,320
+,1130,130,511
+,1630,996,854
+,3656,765,369
+,1469,440,289
+,2836,897,269
+,1504,849,779
+,2871,270,529
+,1485,446,914
+,967,323,754
+,1821,782,972
+,1816,569,873
+,889,673,651
+,3048,450,54
+,134,152,55
+,2998,187,36
+,2727,266,167
+,2004,478,446
+,405,916,949
+,2701,41,452
+,3893,726,574
+,2405,468,504
+,3163,866,737
+,3197,151,126
+,1519,95,208
+,3881,290,184
+,1591,172,767
+,3130,842,279
+,2201,912,679
+,2636,217,597
+,398,4,538
+,475,584,184
+,2017,942,78
+,1246,786,510
+,152,96,908
+,185,26,291
+,572,696,124
+,477,382,604
+,2780,974,108
+,2582,331,157
+,1901,83,471
+,258,724,675
+,906,464,643
+,2498,275,608
+,1343,5,337
+,3843,44,671
+,3997,973,463
+,1931,970,749
+,957,928,980
+,443,582,132
+,1521,883,49
+,1560,659,289
+,3839,817,56
+,1073,72,560
+,1509,616,390
+,2766,408,261
+,506,245,988
+,2197,886,408
+,2843,21,872
+,2930,166,397
+,1616,412,291
+,2545,770,977
+,2537,157,123
+,2282,502,820
+,1627,753,825
+,2884,317,925
+,576,617,134
+,3459,681,98
+,1918,376,524
+,471,501,456
+,1387,397,487
+,3096,576,614
+,1973,92,774
+,1052,830,377
+,673,190,444
+,1116,436,95
+,2055,525,349
+,2964,474,692
+,1498,663,702
+,3109,158,953
+,3683,539,644
+,822,537,85
+,719,479,447
+,3172,928,820
+,3121,307,152
+,1208,700,924
+,369,861,254
+,538,437,302
+,3903,48,564
+,2373,939,46
+,136,110,522
+,1805,422,96
+,1265,676,737
+,161,832,259
+,3670,260,599
+,560,787,515
+,1026,116,758
+,3896,473,183
+,3358,186,863
+,897,46,85
+,1443,897,721
+,2486,321,601
+,3704,465,775
+,1172,460,638
+,2034,271,349
+,2887,940,892
+,200,191,216
+,2919,80,764
+,33,265,892
+,3206,108,444
+,3544,18,5
+,89,119,13
+,1209,671,488
+,3325,708,414
+,2354,673,988
+,3944,616,743
+,3511,310,633
+,1562,997,631
+,971,707,689
+,3249,706,691
+,1979,823,309
+,1575,128,138
+,3275,195,114
+,1237,16,712
+,2658,192,879
+,1024,214,492
+,1737,148,665
+,1225,446,862
+,2406,878,808
+,3368,195,88
+,3299,788,474
+,302,485,432
+,3793,119,170
+,2238,156,756
+,1178,455,986
+,1905,482,20
+,3535,460,599
+,1045,206,301
+,1882,849,853
+,1040,52,341
+,1888,105,645
+,951,730,442
+,586,868,507
+,2388,592,610
+,2038,567,297
+,3751,499,409
+,2538,525,605
+,3407,626,957
+,2496,926,836
+,323,499,237
+,2794,62,540
+,696,432,590
+,737,566,65
+,3054,914,663
+,1687,910,484
+,3233,506,637
+,3522,661,355
+,596,714,446
+,1764,165,294
+,1535,196,480
+,1468,448,237
+,1201,224,601
+,3871,701,347
+,3875,616,873
+,188,732,672
+,3517,134,904
+,3505,740,728
+,3621,982,426
+,1817,963,689
+,3105,752,368
+,2595,483,818
+,3657,864,165
+,1777,212,289
+,370,767,88
+,2934,494,132
+,1177,204,160
+,2585,503,103
+,961,425,965
+,3572,310,240
+,2529,570,48
+,3455,367,902
+,2216,365,693
+,1998,178,847
+,3601,915,515
+,1297,826,65
+,3908,440,116
+,2185,232,123
+,1345,229,498
+,3575,348,803
+,1628,787,47
+,3338,898,570
+,1386,917,154
+,3733,706,894
+,1923,618,685
+,306,723,51
+,632,968,448
+,1679,468,985
+,590,773,113
+,62,108,800
+,1871,624,800
+,2154,970,104
+,408,575,42
+,1803,107,171
+,2937,120,891
+,1359,932,370
+,2417,745,299
+,2057,452,780
+,3722,510,750
+,151,101,157
+,2028,372,342
+,623,141,125
+,1581,206,449
+,1561,425,787
+,3675,6,251
+,1303,828,485
+,178,293,517
+,1682,87,272
+,2844,732,772
+,3192,369,644
+,2342,251,155
+,978,771,542
+,772,806,233
+,1318,821,439
+,3266,940,419
+,1545,469,974
+,3516,528,813
+,2861,370,966
+,1361,453,149
+,1413,10,734
+,2943,529,966
+,2206,86,346
+,1829,411,790
+,608,444,62
+,2005,777,37
+,3755,944,656
+,2800,924,588
+,3778,646,730
+,3174,676,896
+,2858,996,302
+,1094,411,907
+,3775,717,566
+,1392,311,738
+,3186,321,931
+,2995,8,846
+,285,921,540
+,559,942,150
+,2081,413,456
+,2455,210,908
+,780,639,807
+,1571,667,452
+,592,353,908
+,2257,800,664
+,1870,794,202
+,3291,308,86
+,1934,550,342
+,1976,742,736
+,1701,900,129
+,1119,553,290
+,2084,95,523
+,1195,319,533
+,2748,775,650
+,630,23,28
+,2653,815,552
+,481,264,247
+,1890,792,311
+,464,432,517
+,2835,749,61
+,2976,381,265
+,1671,519,362
+,2262,48,774
+,56,963,127
+,2256,305,586
+,1272,5,464
+,648,241,824
+,3753,595,579
+,2493,915,960
+,2580,681,546
+,3151,609,239
+,3238,306,291
+,1985,803,834
+,3518,586,688
+,1179,731,386
+,3543,755,253
+,2249,335,528
+,3897,197,842
+,3489,369,465
+,211,150,728
+,1810,848,421
+,3779,94,63
+,2041,909,133
+,2550,219,456
+,3923,378,693
+,2123,412,602
+,768,531,797
+,222,892,270
+,1692,510,651
+,1892,450,705
+,3183,970,501
+,2693,996,426
+,4,166,147
+,2107,130,496
+,1655,468,132
+,474,721,525
+,1324,541,120
+,3114,217,466
+,3857,33,764
+,360,966,572
+,3122,943,974
+,150,616,872
+,2253,112,123
+,1640,585,296
+,2713,535,156
+,2849,380,312
+,2029,310,301
+,3454,28,810
+,1350,145,802
+,658,431,49
+,428,915,312
+,2744,290,220
+,1315,838,757
+,1365,2,125
+,3329,357,69
+,1425,45,427
+,1925,586,317
+,373,463,921
+,2902,800,386
+,3890,854,737
+,3176,620,135
+,2397,141,516
+,743,471,779
+,3119,683,459
+,3298,887,745
+,2668,91,819
+,2125,680,638
+,3405,396,238
+,717,404,347
+,3102,46,981
+,3679,911,453
+,1103,284,661
+,2753,886,169
+,84,25,585
+,2404,815,790
+,2356,316,574
+,2761,126,659
+,3696,87,197
+,374,633,554
+,3073,775,54
+,1025,583,534
+,3941,768,487
+,3019,918,19
+,1769,674,958
+,3443,184,985
+,2449,281,805
+,329,251,849
+,1793,859,908
+,2022,454,86
+,2211,546,621
+,2049,411,603
+,3495,503,882
+,3327,23,348
+,1245,184,424
+,2820,880,540
+,1919,391,263
+,509,117,101
+,1798,172,292
+,1182,187,261
+,3314,91,157
+,3571,975,417
+,3754,173,60
+,679,984,333
+,244,27,730
+,3892,305,399
+,582,327,145
+,1088,914,331
+,3457,384,964
+,3045,921,123
+,3427,207,245
+,2230,611,600
+,470,504,520
+,3247,516,394
+,810,117,275
+,3917,325,475
+,2415,416,67
+,2560,29,417
+,2867,239,935
+,956,19,275
+,3488,986,600
+,291,103,252
+,1859,568,667
+,1158,128,311
+,1180,416,456
+,948,866,651
+,133,208,801
+,1192,145,382
+,1924,172,800
+,2432,550,975
+,2823,984,933
+,3515,462,42
+,1673,832,475
+,10,849,635
+,641,668,995
+,307,0,61
+,2260,943,493
+,711,612,256
+,982,696,389
+,643,862,647
+,332,599,860
+,2705,288,46
+,3501,756,546
+,3862,71,307
+,2562,404,715
+,851,850,143
+,406,569,286
+,2497,442,215
+,246,516,980
+,2543,325,905
+,2329,968,350
+,3399,267,770
+,1756,463,279
+,3703,678,329
+,1217,215,470
+,1813,613,336
+,1845,935,708
+,3170,661,944
+,2140,623,487
+,924,923,9
+,3926,177,423
+,3746,916,713
+,3363,500,780
+,1704,551,83
+,2285,897,664
+,485,79,551
+,3413,913,852
+,348,687,455
+,3635,126,361
+,2305,832,385
+,611,615,366
+,621,181,859
+,219,831,713
+,2811,127,473
+,2578,958,197
+,2363,9,226
+,303,20,776
+,2014,696,943
+,1641,366,196
+,267,835,628
+,467,310,827
+,1956,226,239
+,1034,990,371
+,210,287,504
+,755,720,723
+,1395,214,7
+,1804,840,653
+,1960,113,890
+,1922,582,512
+,1164,174,565
+,2351,675,756
+,50,688,698
+,420,578,179
+,2979,602,131
+,2612,66,130
+,3229,955,583
+,2856,233,902
+,1196,746,801
+,3497,196,868
+,223,23,993
+,186,694,545
+,1123,258,697
+,518,904,464
+,3140,960,437
+,2900,689,965
+,57,53,874
+,1238,330,442
+,3422,416,280
+,1478,696,530
+,931,507,370
+,1213,777,44
+,795,738,229
+,411,284,940
+,1159,545,459
+,2444,5,401
+,2148,342,83
+,2414,585,827
+,1132,755,231
+,1983,433,980
+,886,939,255
+,3648,168,337
+,758,64,641
+,2826,99,28
+,2194,442,827
+,489,606,816
+,3866,957,342
+,788,256,253
+,494,484,244
+,944,348,852
+,3811,841,341
+,1255,813,242
+,1109,74,794
+,3792,634,449
+,2878,97,640
+,1441,592,127
+,1354,997,62
+,3632,34,386
+,1742,911,868
+,3942,66,801
+,2174,63,941
+,2267,452,56
+,3294,625,641
+,1511,67,104
+,2382,57,572
+,3417,301,870
+,1254,411,98
+,996,770,420
+,2833,885,613
+,3146,675,638
+,907,464,393
+,1205,814,438
+,381,635,634
+,70,347,666
+,1835,691,801
+,2010,464,529
+,2915,601,197
+,2645,105,12
+,1950,730,69
+,3116,808,860
+,984,926,586
+,2274,652,521
+,3484,363,431
+,3433,742,635
+,2949,190,248
+,988,816,45
+,3747,130,319
+,782,446,525
+,2116,667,772
+,41,318,597
+,3600,554,794
+,1131,150,480
+,3409,617,351
+,2441,377,993
+,1145,530,600
+,1394,694,148
+,1058,243,519
+,1453,855,572
+,868,55,432
+,1997,200,999
+,3128,655,930
+,1331,804,70
+,3258,193,683
+,117,711,708
+,1377,614,709
+,3118,872,592
+,2736,986,343
+,2499,306,428
+,2334,166,107
+,3235,897,808
+,998,43,507
+,1846,942,3
+,1142,228,709
+,354,477,638
+,1005,244,492
+,1320,786,975
+,1099,339,826
+,2426,384,210
+,2994,188,845
+,1784,371,10
+,3087,366,30
+,1980,117,145
+,3162,450,199
+,2522,599,934
+,1106,368,44
+,2664,30,203
+,2137,290,178
+,3005,906,268
+,721,178,347
+,1783,567,251
+,3772,200,22
+,2897,863,268
+,1883,103,21
+,3905,693,140
+,1483,670,806
+,1775,113,346
+,432,215,312
+,2007,245,378
+,3872,381,676
+,51,963,539
+,1397,818,638
+,2652,444,899
+,3826,66,121
+,282,903,946
+,1517,813,194
+,2709,545,387
+,3838,383,325
+,2182,439,1000
+,1422,250,943
+,168,781,630
+,2318,193,874
+,3712,301,808
+,2459,335,253
+,2802,644,814
+,1235,893,129
+,3326,520,991
+,417,907,500
+,994,744,83
+,2569,481,809
+,2828,629,66
+,2425,520,397
+,311,903,660
+,812,521,383
+,2928,531,475
+,1624,329,729
+,1537,538,711
+,3318,732,978
+,3171,485,274
+,1277,410,653
+,105,809,597
+,2370,37,212
+,3408,916,207
+,1274,883,240
+,670,223,313
+,3805,910,386
+,3261,160,957
+,3789,383,260
+,2487,86,137
+,2481,86,302
+,687,531,360
+,1510,597,42
+,1049,524,636
+,2865,436,461
+,3959,442,418
+,892,823,509
+,2310,279,391
+,468,183,452
+,2742,271,660
+,1939,367,923
+,517,301,862
+,3546,525,559
+,624,80,804
+,3533,948,233
+,83,121,73
+,816,39,559
+,3607,341,201
+,127,337,256
+,3089,763,835
+,164,699,865
+,2669,195,722
+,3523,141,875
+,2662,733,757
+,918,934,267
+,1433,788,306
+,213,842,354
+,3768,413,968
+,3068,841,593
+,3760,671,12
+,1926,669,524
+,3558,974,152
+,1033,407,233
+,1726,740,767
+,3080,485,239
+,3964,601,804
+,3125,775,479
+,3117,833,472
+,1382,810,87
+,1338,866,192
+,1862,788,964
+,866,427,214
+,1340,460,873
+,3319,30,383
+,1065,591,894
+,3241,312,965
+,744,9,511
+,1891,674,854
+,555,347,230
+,1755,435,702
+,2632,413,781
+,343,707,550
+,111,333,601
+,2715,581,804
+,2311,944,142
+,2424,1000,975
+,1613,581,644
+,110,617,935
+,3888,587,887
+,2548,390,209
+,3448,400,65
+,1914,395,192
+,3734,111,336
+,2966,985,462
+,1656,916,311
+,2781,175,106
+,2739,566,181
+,1376,846,705
+,1592,500,27
+,118,203,71
+,3619,986,395
+,1785,210,238
+,1117,675,536
+,3833,465,58
+,1999,530,11
+,903,334,880
+,2470,420,400
+,2236,113,132
+,3009,428,489
+,3061,70,398
+,2204,925,886
+,1716,133,891
+,1597,317,442
+,3803,726,680
+,1223,162,618
+,1440,961,317
+,24,207,514
+,1953,701,469
+,1558,206,7
+,2358,456,65
+,3135,408,619
+,80,252,538
+,2848,932,582
+,3583,502,471
+,3153,589,40
+,1595,93,294
+,1720,902,940
+,847,355,717
+,255,728,811
+,1703,400,627
+,1908,829,870
+,2222,425,255
+,1355,921,632
+,1669,442,468
+,1699,932,674
+,263,715,582
+,876,402,715
+,2893,44,245
+,625,891,161
+,2842,903,643
+,1568,298,682
